Fierro,Cromo,Aluminio,Cobre,Plomo,Nickel,Plata,Estano,Titanio,Vanadio,Cadmio,Manganeso,Sodio,Potasio,Silicio,Zinc,Bario,Boro,Calcio,Molibdeno,Magnesio,Fosforo,v 40,Contenido agua,Índice PQ,Oxidacion,Partículas > 4um,Partículas > 6um,Partículas > 14um,Family,Estado,Diagnostic,Comentario,Recomendacion,
216702,0.8,0.1,0.1,0.7,0.6,0.1,0.1,4.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,2.5,0.1,0.1,1.2,0.1,0.1,0.2,46.21,0,5,1.91,41041,9590,683,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 23/20/17 elevado.","Se sugiere realizar seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación, de igual forma en MP implementar
 proceso de micro filtrado para reducir particulado en suspensión."
216703,5.3,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4,1.8,0.1,0.1,0.7,0.1,0.1,0.1,45.42,0,5,1.59,12805,2940,351,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 21/19/16 elevado.","Se sugiere realizar seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación, de igual forma en MP implementar
 proceso de micro filtrado para reducir particulado en suspensión."
221187,9.2,0.2,0.1,1.4,1.1,0.1,0.1,0.6,0.1,0.1,0.1,0.1,1,0.1,5.2,1.4,0.1,0.9,1.1,0.1,0.1,0.1,46.42,0,10,2.37,42231,7298,216,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado >
 4 micras y > 6 micras se encuentra sobre el límite permitido.","Se sugiere realizar seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación, de igual forma en MP implementar
 proceso de micro filtrado para reducir particulado en suspensión."
257769,7.8,0.1,0.1,0.8,0.1,0.1,0.1,3.1,0.1,0.1,0.1,0.1,0.1,0.1,1.8,6.6,0.1,0.1,0.1,0.1,0.1,0.1,45.39,0,10,2.38,14551,4367,1046,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 21/19/17 elevado.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación. de igual forma en MP
 implementar proceso de micro filtrado para reducir particulado en suspensión."
259329,7.2,0.1,0.1,0.5,0.1,0.1,0.1,3.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.6,0.1,0.1,0.1,0.1,0.1,0.1,45.17,0,0,2.14,8442,1969,366,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 20/18/16 elevado.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación. de igual forma en MP
 implementar proceso de micro filtrado para reducir particulado en suspensión."
262237,9.2,0.1,0.1,0.9,0.1,0.1,0.1,2.8,0.1,0.1,0.1,0.1,1.4,0.9,5.1,7.3,0.1,0.1,0.1,0.1,0.1,0.1,47.29,0,10,2.15,33310,6269,942,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 22/20/17 elevado.","Continuar con monitoreo tribológico para evaluar tendencias en desgaste
 y contaminación, de igual forma en MP implementar proceso de micro
 filtrado para reducir particulado en suspensión"
270008,8.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.1,0.1,1,0.1,0.1,0.1,0.1,0.1,0.1,44.92,0,5,2.81,19348,3999,616,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 	21/19/16 elevado.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación. De igual forma en MP
 implementar proceso de micro filtrado."
271760,7.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.1,3.2,0.1,0.1,0.1,0.1,0.1,0.1,45.62,0,5,2.37,10993,1186,112,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 21/17/14 elevado.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación. de igual forma en MP
 implementar proceso de micro filtrado para reducir particulado en suspensión."
276000,8,0.1,0.1,0.1,1.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,2.3,0.1,0.1,0.1,0.1,0.1,49.7,45.54,0,10,3.08,47974,5845,404,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación. Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 23/20/16 elevado.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación. de igual forma en MP
 implementar proceso de micro filtrado para reducir particulado en suspensión."
281077,8,0.1,0.1,0.1,0.1,0.1,0.1,2.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2,0.1,0.1,1.8,0.1,0.1,0.1,42.12,0,10,2.16,32845,5919,136,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 22/20/14 elevado.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación, de igual forma en MP
 implementar proceso de micro filtrado para reducir particulado en suspensión."
286122,4.2,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,45.79,0,5,1.34,13549,2262,120,Shafts,Alerta,Silica ISO 4406,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante. Particulado en
 suspensión según código ISO 21/18/14 elevado.","Se sugiere realizar seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación, de igual forma en MP implementar
 proceso de micro filtrado para reducir particulado en suspensión."
298811,28,0.1,1.8,2.5,6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.7,0.6,13.1,10.5,0.1,0.1,6,0.1,0.1,149,212.38,0,25,3.46,22865,10829,2440,Pumps,Alerta,Silica and Wear,"Se mantienen niveles de desgaste por fierro 28.0 ppm y plomo 6.0 ppm en
 alerta producto de residual de desgaste de conjunto de rodamientos y
 housing, tendencia de sílice se mantiene elevada en alerta abrasiva para
 componentes. Grado de viscosidad estable.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación. Verificar sellos por
 ingesta de sílice."
298812,104,0.7,4.7,3.7,27.9,0.1,0.1,2.4,0.2,0.1,0.1,0.1,7.9,2.2,26.1,8.5,2.1,0.1,37.3,0.1,3.9,141,217.2,0,110,3.38,1162332,211996,7907,Pumps,Anormal,Silica and Wear,"Se determina elevada presencia de fierro sobre los 104 ppm, eventual abrasión
 acelerada, determinante presencia de silicio en suspensión sobre
 los 26.1 ppm, indice PQ 110, grado de viscosidad y degradación normal
 en lubricante.","Se sugiere realizar inspección a componente, evaluar daños en respiraderos
 por ingesta de polvo ambiental, mantener seguimiento riguroso en
 la operación, realizar cambio de lubricante en próxima PM."
300652,1124,22.3,57.6,95.3,370,10.6,0.1,40.6,4.9,0.1,0.1,16.4,77.2,45.2,367,9.9,9.5,0.1,85.5,0.1,35.5,247,217.54,0,1500,3.75,2451,9645,66,Pumps,Anormal,Silica and Wear,"Se mantienen concentraciones de fierro 1124 ppm, plomo 370, cobre 95.3
 ppm y estaño 40,6 ppm, en estado crítico para operación, eventual desalineamiento
 y herrumbre de carcasa, determinante presencia de sílice
 367 ppm.","Se sugiere priorizar evaluación mecánica y cambio efectivo del lubricante,
 previa limpieza del cárter para reducir partículas sólidas en
 suspensión, verificar alineamiento, estado de retenes y housing. Enviar
 contramuestra."
300653,28.2,0.1,1.8,0.1,2.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.7,12.3,0.1,0.1,0.1,1.3,0.1,0.1,218,214.39,0,30,5.9,199781,53081,3955,Pumps,Alerta,Silica and Wear,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 se encuentran en alerta con Fe sobre las 28.2ppm y Si sobre las
 12.3ppm, grado de viscosidad y degradación normal de lubricante. Particulado
 en suspensión según código ISO 25/23/19 elevado.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación. De igual forma en MP
 implementar proceso de micro filtrado para reducir particulado en suspensión."
301159,115,0.1,0.1,102,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,22,1.4,8.9,14.3,0.1,0.1,11.7,0.1,1.7,213,211.13,0,100,3.66,1095368,170662,6164,Pumps,Anormal,Silica and Wear,"Se mantienen concentraciones de fierro 115 ppm, cobre 151 ppm, en estado
 crítico para operación, eventual desalineamiento y herrumbre de carcasa,
 presencia de sílice 8.9 ppm. Grado de viscosidad y degradaciones
 aceptables para lubricante especificado.","Se sugiere realizar cambio de lubricante para corroborar existencia de
 particulado por desgaste en drenaje efectivo, de esta forma evitar desgaste
 adhesivo en conjunto móvil. Mantener seguimiento mecánico en tendencias."
302242,17.1,0.1,1.1,2.9,6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.1,8.6,4.4,0.1,0.1,2.3,0.1,0.1,206,208.51,0,15,5.67,103840,35163,5202,Pumps,Alerta,Silica and Wear,"Se mantienen niveles de desgaste por fierro 17.1 ppm y plomo 6.0 ppm en
 alerta producto de residual de desgaste de conjunto de rodamientos y
 housing, tendencia de sílice se mantiene elevada en alerta abrasiva para
 componentes. Grado de viscosidad estable.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación. Verificar sellos por
 ingesta de sílice."
303748,18.5,0.1,2.7,2.6,7.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.4,11.1,5.3,0.1,0.1,3.1,0.1,0.1,188,217.57,0,20,5.36,9993,1397,60,Pumps,Alerta,Silica and Wear,"Se mantienen niveles de desgaste por fierro 18,5 ppm y plomo 7,4 ppm en
 alerta producto de residual de desgaste de conjunto de rodamientos y
 housing, tendencia de sílice se mantiene elevada en alerta abrasiva para
 componentes. Grado de viscosidad estable.","Continuar con monitoreo tribológico según plan de mantenimiento para
 evaluar tendencias en desgaste y contaminación. Verificar sellos por
 ingesta de sílice."
305824,163,1.4,5.2,7.2,33.6,0.6,0.1,2.4,0.1,0.1,0.1,1.6,5.8,2.3,38.1,0.7,0.7,0.1,12,0.1,2.1,188,210.39,0,160,2.93,175805,28525,669,Pumps,Anormal,Silica and Wear,"Se determina elevada presencia de fierro sobre los 163 ppm, eventual abrasión
 acelerada, determinante presencia de silicio en suspensión sobre
 los 38.1 ppm, grado de viscosidad y degradación normal en lubricante.","Se sugiere realizar inspección a componente, evaluar daños en respiraderos
 por ingesta de polvo ambiental, mantener seguimiento riguroso en
 la operación, realizar cambio de lubricante en próxima PM."
305825,45.5,0.1,1.9,2.4,4.2,0.1,0.1,0.3,0.1,0.1,0.1,0.3,1.3,0.4,12.9,0.1,0.1,0.1,2.6,0.1,0.1,164,213.19,0,40,3.15,51938,7994,247,Pumps,Anormal,Silica and Wear,"Se detecta desgaste por fierro - plomo, producto de posible desalineamiento
 en conjunto móvil y eventual proceso de solturas de rodamientos,
 grado de viscosidad se mantiene entre límite permisible para operación.
 Particulado en suspensión según código ISO 23/20/15 elevado.","Se sugiere realizar cambio de lubricante para corroborar existencia de
 particulado en drenaje, de esta forma evitar desgaste abrasivo en conjunto
 móvil. Mantener seguimiento mecánico en tendencias"
306368,87,0.2,7.9,5,17.1,0.1,0.1,3.3,0.1,0.1,0.1,0.7,15,3.3,34.1,4.5,2.3,0.1,27.5,0.1,4,212,205.13,0.2,80,3.21,2451,9645,66,Pumps,Anormal,Silica and Wear,"Se aprecia incremento en las concentraciones de fierro sobre las 87 ppm
 y plomo sobre las 17.1 ppm, evidenciando posible abrasión en Housing
 en niveles de alerta para la operación, determinante presencia de sílice
 sobre las 34.1 ppm. Características físico químicas demuestran
 grado de viscosidad y degradación normal de lubricante.","Realizar cambio de lubricante en mantención programada para reducir el
 desgaste por abrasión producto del particulado solido en suspensión,
 verificar alineamiento de bomba, mantener en observación rigurosa proceso
 de lubricación."
306369,51.2,0.1,2.9,2.5,6.6,0.1,0.1,0.1,0.1,0.1,0.1,0.2,6.8,0.7,20.2,23.8,0.8,0.1,30.8,0.1,3.6,224,209.9,0,45,3.22,260206,31159,343,Pumps,Anormal,Silica and Wear,"Se mantiene desgaste por fierro - plomo, producto de posible desalineamiento
 en conjunto móvil y eventual proceso de solturas de rodamientos,
 grado de viscosidad se mantiene entre límite permisible para operación.
 Particulado en suspensión según código ISO 25/22/16 elevado.","Se sugiere realizar cambio de lubricante para corroborar existencia de
 particulado en drenaje, de esta forma evitar desgaste abrasivo en conjunto
 móvil. Mantener seguimiento mecánico en tendencias"
308590,55.9,0.7,1.5,2.5,10.9,0.1,0.1,1.3,0.1,0.1,0.1,0.1,1.9,0.3,13.8,3.1,0.1,0.1,2.8,0.1,0.1,261,226.28,0,50,3.46,106387,18918,367,Pumps,Anormal,Silica and Wear,"Se mantienen concentraciones de fierro 55,9 ppm y plomo 10,9 ppm, evidenciando
 posible abrasión en Housing en niveles de alerta para la operación,
 presencia de sílice sobre las 13,8 ppm. Características físico
 químicas demuestran grado de viscosidad y degradación normal de
 lubricante.","Realizar cambio de lubricante en mantención programada para reducir el
 desgaste por abrasión producto del particulado sólido en suspensión,
 verificar alineamiento de bomba, mantener en observación rigurosa
 proceso de lubricación."
308591,51.8,0.2,5.4,4.7,11.4,0.1,0.1,2.7,0.1,0.1,0.1,0.1,6,0.5,18.6,30.2,0.6,0.1,31.8,0.1,3,265,228.58,0,50,3.37,329537,58668,8863,Pumps,Anormal,Silica and Wear,"Se aprecia incremento en las concentraciones de fierro 51,8 ppm y plomo
 11,4 ppm, evidenciando posible abrasión en Housing en niveles de alerta
 para la operación, determinante presencia de sílice sobre las 18,6
 ppm. Características físico químicas demuestran grado de viscosidad
 y degradación normal de lubricante.","Realizar cambio de lubricante en mantención programada para reducir el
 desgaste por abrasión producto del particulado sólido en suspensión,
 verificar alineamiento de bomba, mantener en observación rigurosa
 proceso de lubricación."
34992,15.4,0.1,0.7,19.2,39.4,0.1,0.1,1.8,0.1,0.1,0.1,1.1,2.6,0.6,53.2,7.7,0.1,0.1,0.1,0.1,0.1,0.1,46.11,0,15,1.99,261090,54264,2925,Pumps,Anormal,Silica and Wear,"Se mantienen concentraciones de plomo y cobre elevadas, evidenciando abrasión
 excesiva en housing y elementos rodantes, características fisicoquímicas
 demuestran grado de viscosidad normal en lubricante, no detectando
 agua libre en suspención.","Se sugiere realizar cambio efectivo de aceite en mantención programada,
 previa limpieza exhaustiva del cárter, mantener seguimiento riguroso
 en la operación por eventuales fugas, monitorear aumentos de temperatura
 y vibraciones."
35358,12.2,0.1,0.6,13.4,13,0.1,0.1,2,0.1,0.1,0.1,0.5,1.3,0.3,28.4,3.8,0.1,0.1,0.1,0.1,0.1,0.1,46.52,0,10,1.35,196568,39066,2046,Pumps,Anormal,Silica and Wear,"Se mantienen niveles de desgaste anormales para la operación, presencia
 de cobre-estaño y plomo elevados para un normal funcionamiento, evidenciando
 abrasión excesiva en conjunto móvil por silicio sobre los
 25ppm, grado de viscosidad estable en lubricante.","Se recomienda mantener monitoreo riguroso con contra muestra para verificar
 tendencia de desgastes y contaminantes externos."
36506,5.6,0.1,0.1,7,31.4,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,43.1,10.2,0.1,0.2,0.1,0.6,0.1,0.1,46.5,0,0,1.27,32004,5903,136,Pumps,Anormal,Silica and Wear,"Tendencia de desgaste de fierro se estabiliza. Presencia de plomo determinan
 desgaste en cojinetes/canastillos. Presencia de Sílice en
estado
 crítico sobre las 40 ppm, se puede deber a fuga por retenes o sellos,
 presencia critica puede ser abrasiva para descansos/cojinetes.","Se recomienda realizar cambio de lubricante por elevada presencia de sílice
 perjudicial para depósito, además realizar análisis
mecánico
 para identificar posible ingreso de contaminantes por sellos dañados."
37837,34.2,0.1,0.1,62.7,24.8,0.1,0.1,4.8,0.1,0.1,0.1,0.5,0.1,0.5,99.2,3.9,0.1,0.1,0.1,0.1,0.1,0.1,45.9,0,15,1.91,912152,174085,7016,Pumps,Anormal,Silica and Wear,"Se aprecia un incremento progresivo en las concentraciones de Fe, Sn y
 Pb, evidenciando abrasión excesiva en housing y elementos rodantes, determinando
 presencia de silicio en suspensión, cercana a los 100 ppm,
 acelerando el desgaste abrasivo y adhesivo, en piezas en movimiento,
 Grado de viscosidad estable en lubricante, ISO VG 46.","Se recomienda priorizar cambio de lubricante, y reparar eventuales fugas
 de aceite por respiraderos o sellos dañados, ingesta de silicio altamente
 abrasivo en piezas en movimiento."
41158,5.7,0.1,0.5,8,44.6,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,37.3,6.9,0.1,0.1,0.1,0.1,0.1,0.1,44.11,0,0,1.57,99260,15804,333,Pumps,Anormal,Silica and Wear,"Se aprecia reducción importante en tendencias de desgaste, manteniendo
 concentraciones de Pb, anormales para en la operación, evidenciando
 excesiva en descansos, determinante presencia de silicio sobre los 37
 ppm, características fisicoquímicas demuestran un grado de viscosidad
 estable para un ISO VG 46.","Se sugiere realizar cambio efectivo de aceite en mantención programada,
 previa limpieza exhaustiva del cárter, mantener seguimiento riguroso
 en la operación monitorear aumentos de temperatura y vibraciones. Verificar
 estado de respiradero y fugas de aceite."
50513,159,3.2,14.7,54.8,10.9,1.7,0.1,3.2,2.1,0.1,0.1,1.9,15.9,6.5,48,5.7,1.1,0.3,46.4,0.5,2.6,19.5,45.32,0,80,1.96,900887,147664,1676,Pumps,Anormal,Silica and Wear,"Se aprecia incremento progresivo en el desgaste mecánico, eventual abrasión
 y adhesión/deslizamiento, en zona de carga asentamiento hidrodinámico
 y Housing, determinante presencia de silicio en niveles de alerta,
 grado de viscosidad estable en lubricante.","Se sugiere mantener en observación rigurosa incrementos de temperatura
 y vibraciones, evaluar estado de respiradero y fugas de aceite, asegurar
 cambio de aceite en mantención programada."
41160,23.1,0.1,1.8,3.5,15.6,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.7,27.8,8,0.1,0.2,2.4,1.7,0.7,0.1,43.93,0,15,1.55,86253,18116,629,Pumps,Alerta,Silica and Wear,"Se aprecia variación importante en tendencias de desgaste, concentraciones
 de (Fe-Pb), con alza importante, determinante presencia de (Si),
 con incremento abrupto determinando eventual abrasión acelerada en housing
 y elementos rodantes. Grado de viscosidad y degradación normal
 en lubricante ISO VG 46.","Se sugiere mantener seguimiento riguroso en la operación monitorear aumentos
 de temperatura y vibraciones. Verificar estado de respiradero y
 fugas de aceite."
42240,3.9,0.1,0.1,9.8,43.5,0.1,0.1,1,0.1,0.6,0.1,0.1,0.1,0.1,39.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,44.34,0,0,1.43,49317,7891,283,Pumps,Alerta,Silica and Wear,"Se aprecia reducción importante en tendencias de desgaste, manteniendo
 concentraciones de Pb, anormales para en la operación, evidenciando
 posible abrasión excesiva en descansos, determinante presencia de silicio
 sobre los 39 ppm, características fisicoquímicas demuestran un
 grado de viscosidad estable para un ISO VG 46.","Se sugiere en mantención programada, asegurar cambio de lubricante, previa
 limpieza exhaustiva del cárter, mantener seguimiento riguroso en
 la operación monitorear aumentos de temperatura y vibraciones. Verificar
 estado de respiradero y fugas de aceite."
267796,0.1,0.1,2.3,0.1,3.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6,2.5,10.5,16.6,0.1,16.5,2.8,0.6,3.2,296,154.27,0,5,94.84,12025,2963,197,Pumps,Alerta,Silica and Wear,"Se detecta alza significativa de silicio sobre los 10.5 ppm, altamente
 abrasiva para operación, desgaste de metales se mantienen dentro de los
 rangos permitidos de operación. Oxidación elevada, posible utilización
 de lubricante sintético.","Continuar con monitoreo de lubricante y componente según plan de mantenimiento
 observando tendencias de material abrasivo en lubricación, se
 recomienda realizar proceso de dialisis y asi reducir particulado contaminante
 en suspencion."
128320,34.6,0.1,0.4,7,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,5.6,0.3,8.6,1.1,0.1,0.2,2.6,0.1,0.1,213,209.91,0,40,2.9,301684,82062,5317,Pumps,Alerta,Silica and Wear,"Se aprecian concentraciones de fierro en estado de alerta, evidenciando
 posible desgaste acelerado en conjunto móvil, determinado por presencia
 de sílice 8.6 ppm. Grado de viscosidad se mantiene estable para lubricante
 especificado.","Se sugiere realizar cambio de aceite y limpieza del cárter en PM, verificar
 fugas y estado de respiradero, mantener seguimiento riguroso en
 la operación, monitorear aumentos de temperatura y vibraciones."
83083,64.3,0.4,1.5,45.3,0.1,0.8,0.1,0.1,1.5,0.2,0.2,0.9,49.4,1.5,11.1,4.7,0.1,0.1,2.8,0.1,0.8,114,222.16,0,55,2.81,1330481,262893,10041,Pumps,Anormal,Silica and Wear,"Se evidencia elevada presencia de Fierro-Cobre sobre límites condenatorios
 en alerta para componente, ingreso de contaminantes elevados para
 operación Sodio sobre los 49,4 ppm, acompañado de Silicio sobre los
 11,1 ppm. Grado de viscosidad y degradación normal en lubricante.","Se sugiere evaluar cambio de Lubricante para corroborar existencia de particulado
 por desgaste en drenaje, de esta forma evitar desgaste en conjunto
 móvil. Mantener seguimiento en tendencias."
134695,89.9,0.5,2.9,100,0.1,1.5,0.1,0.1,2,0.3,0.1,0.1,20.8,3.9,15,5.7,0.1,0.1,11.3,0.1,0.2,295,216.4,0,45,4.03,727229,97105,996,Pumps,Anormal,Silica and Wear,"Se mantiene desgaste por fierro - Cobre en tendencias producto de posible
 desalineamiento en conjunto móvil y eventual proceso de solturas de
 rodamientos, presencia de sílice en alza agente altamente abrasivo.
 Grado de viscosidad estable para operación.","Se sugiere realizar cambio de Lubricante para corroborar existencia de
 particulado por desgaste en drenaje efectivo. Mantener seguimiento mecánico
 en tendencias."
253624,44,0.1,1,36.7,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.3,15.5,1.3,12.3,4.6,1.2,0.1,11.8,0.1,2.6,231,213.73,0,20,3.42,2986412,420413,5904,Pumps,Anormal,Silica and Wear,"Se detecta desgaste por fierro - Cobre elevado producto de posible desalineamiento
 en conjunto móvil y eventual proceso de solturas de rodamientos.
 Grado de viscosidad y degradación normal en lubricante.","Se sugiere realizar cambio de Lubricante para corroborar existencia de
 particulado por desgaste en drenaje efectivo, de esta forma evitar desgaste
 adhesivo en conjunto móvil. Mantener seguimiento mecánico en tendencias."
295851,198,0.4,2.8,151,1.1,2.3,0.1,1.3,0.1,0.1,0.1,0.1,36.1,2.2,12.8,21.6,0.1,0.1,16.6,0.1,3.4,266,219.84,0,100,3.37,2451,9645,66,Pumps,Anormal,Silica and Wear,"Se mantienen concentraciones de fierro 198 ppm, cobre 151 ppm, en estado
 crítico para operación, eventual desalineamiento y herrumbre de carcasa,
 presencia de sílice 12,8 ppm. Grado de viscosidad y degradaciones
 aceptables para lubricante especificado.","Se sugiere realizar cambio de lubricante para corroborar existencia de
 particulado por desgaste en drenaje efectivo, de esta forma evitar desgaste
 adhesivo en conjunto móvil. Mantener seguimiento mecánico en tendencias."
147579,175,1.6,6.5,103,67.2,0.1,0.1,18.5,2.1,0.3,0.1,0.1,3.7,1.4,26,8.1,1.1,0.2,9.5,0.4,0.1,263,234.83,0,130,3.85,187110,15800,521,Pumps,Anormal,Silica and Wear,"Se aprecia desgaste por fierro - Cobre elevado producto de posible desalineamiento
 en conjunto móvil y eventual proceso de solturas de rodamientos,
 determinante presencia de sílice con 26 ppm. Grado de viscosidad
 aceptable para lubricante especificado.","Se sugiere realizar cambio de Lubricante para corroborar existencia de
 particulado por desgaste en drenaje efectivo, de esta forma evitar desgaste
 en conjunto móvil. Mantener seguimiento mecánico en tendencias."
152955,35.2,0.3,1.2,24.1,19.3,0.1,0.1,2.1,0.1,0.1,0.1,0.1,2.3,0.3,8.9,2.5,0.2,0.5,2.5,0.1,0.3,172,218.86,0,35,3.45,83738,20688,2480,Pumps,Anormal,Silica and Wear,"Se aprecia desgaste por fierro, cobre y plomo elevado producto de posible
 desalineamiento en conjunto móvil y eventual proceso de solturas de
 rodamientos, determinante presencia de sílice con 8.9 ppm. Grado de
 viscosidad aceptable para lubricante especificado.","Realizar cambio de Lubricante inmediato para corroborar existencia de particulado
 por desgaste en drenaje efectivo, de esta forma evitar desgaste
 adhesivo en conjunto móvil. Mantener seguimiento mecánico en tendencias."
37708,347,4.2,6.6,66.6,4.4,2.3,0.1,35.5,0.2,0.1,0.1,3.6,5.1,0.1,29.7,0.1,3.1,0.7,37.3,0.1,0.1,213,220.71,0,205,3.55,694682,65399,1054,Pumps,Anormal,Silica and Wear,"Presencia de fierro/cobre se mantiene en estado por posible desgaste en
 conjunto rodamientos/bujes en alerta para componente determinado por
 abrasión de sílice presente. Análisis fisicoquímico determina que
 viscosidad se encuentra entre rangos normales de operación similar a
 un ISO VG 220.","Realizar intervención inmediata para evaluar estado de componentes internos
 por posible proceso de desalineamiento o roce excesivo en conjunto
 móvil.Realizar cambio de lubricante e inspección visual. Controlar
 entradas de contaminantes abrasivo."
44593,464,5.6,14.1,92.7,8.4,2.7,0.1,43.9,2.5,0.1,0.6,4,9.9,3.3,61.6,3.1,3.6,1.2,52.5,0.6,6.4,210,209.95,0,300,4.81,306234,30926,1320,Pumps,Anormal,Silica and Wear,"Se aprecia un desgaste critico, concentraciones de fierro y cobre, evidencian
 eventual abrasión excesiva en zona de carga de engranes y bujes
 de bronce, determinante ingesta de silicio altamente abrasiva. Grado
 de viscosidad estable para un ISO VG 220.","Se sugiere priorizar evaluación mecánica, eventual falla operacional,
 , mantener seguimiento riguroso luego del cambio de aceite e intervenciones."
69495,100,0.5,3.9,11.5,4.2,0.1,0.1,31.6,3.7,0.1,0.1,0.8,0.5,2.5,29.6,2.3,0.5,5.3,42.6,0.9,5.5,107,220.85,0,5,4.09,1055228,148173,2138,Pumps,Anormal,Silica and Wear,"Se evidencia desgaste por fierro - estaño y restos de cobre en tendencias
 al alza, producto de posible por eventual proceso de solturas de rodamientos
 y deterioro en bujes de bronce de elemento rodante. Grado de
 viscosidad estable.","Se sugiere realizar cambio de lubricante para contener desgastes de particulado
 metálico y evitar adherencia en conjunto móvil. Realizar drenaje
 efectivo y limpieza."
